Name,ActiveCases,Recovered,Death,Total cases,Date
Rajasthan,676,21,3,700,4/12/2020
Tamil Nadu,915,44,10,969,4/12/2020
Telangana,452,43,9,504,4/12/2020
Tripura,2,0,0,2,4/12/2020
Uttar Pradesh,402,45,5,452,4/12/2020
Uttarakhand,30,5,0,35,4/12/2020
West Bengal,110,19,5,134,4/12/2020
Andaman and Nicobar Islands,1,10,0,11,4/13/2020
Andhra Pradesh,414,11,7,432,4/13/2020
Arunachal Pradesh,1,0,0,1,4/13/2020
Assam,30,0,1,31,4/13/2020
Bihar,37,26,1,64,4/13/2020
Chandigarh,14,7,0,21,4/13/2020
Chhattisgarh,21,10,0,31,4/13/2020
Delhi,1103,27,24,1154,4/13/2020
Goa,2,5,0,7,4/13/2020
Gujarat,466,47,26,539,4/13/2020
Haryana,153,29,3,185,4/13/2020
Himachal Pradesh,18,13,1,32,4/13/2020
Jammu and Kashmir,235,6,4,245,4/13/2020
Jharkhand,17,0,2,19,4/13/2020
Karnataka,182,59,6,247,4/13/2020
Kerala,194,179,3,376,4/13/2020
Ladakh,5,10,0,15,4/13/2020
Madhya Pradesh,517,44,43,604,4/13/2020
Maharashtra,1619,217,149,1985,4/13/2020
Manipur,1,1,0,2,4/13/2020
Mizoram,1,0,0,1,4/13/2020
Nagaland,1,0,0,1,4/13/2020
Odisha,41,12,1,54,4/13/2020
Puducherry,6,1,0,7,4/13/2020
Punjab,142,14,11,167,4/13/2020
Rajasthan,788,21,3,812,4/13/2020
Tamil Nadu,1014,50,11,1075,4/13/2020
Telangana,446,100,16,562,4/13/2020
Tripura,2,0,0,2,4/13/2020
Uttar Pradesh,431,47,5,483,4/13/2020
Uttarakhand,30,5,0,35,4/13/2020
West Bengal,116,29,7,152,4/13/2020
Andaman and Nicobar Islands,1,10,0,11,4/14/2020
Andhra Pradesh,450,14,9,473,4/14/2020
Arunachal Pradesh,1,0,0,1,4/14/2020
Assam,30,0,1,31,4/14/2020
Bihar,39,26,1,66,4/14/2020
Chandigarh,14,7,0,21,4/14/2020
Chhattisgarh,21,10,0,31,4/14/2020
Delhi,1452,30,28,1510,4/14/2020
Goa,2,5,0,7,4/14/2020
Gujarat,536,55,26,617,4/14/2020
Haryana,162,34,3,199,4/14/2020
Himachal Pradesh,18,13,1,32,4/14/2020
Jammu and Kashmir,250,16,4,270,4/14/2020
Jharkhand,22,0,2,24,4/14/2020
Karnataka,184,65,9,258,4/14/2020
Kerala,178,198,3,379,4/14/2020
Ladakh,5,10,0,15,4/14/2020
Madhya Pradesh,629,51,50,730,4/14/2020
Maharashtra,1948,229,160,2337,4/14/2020
Manipur,1,1,0,2,4/14/2020
Meghalaya,1,0,0,1,4/14/2020
Mizoram,1,0,0,1,4/14/2020
Nagaland,1,0,0,1,4/14/2020
Odisha,36,18,1,55,4/14/2020
Puducherry,6,1,0,7,4/14/2020
Punjab,150,14,12,176,4/14/2020
Rajasthan,743,133,3,879,4/14/2020
Tamil Nadu,1104,58,11,1173,4/14/2020
Telangana,507,100,17,624,4/14/2020
Tripura,2,0,0,2,4/14/2020
Uttar Pradesh,603,49,5,657,4/14/2020
Uttarakhand,28,7,0,35,4/14/2020
West Bengal,147,36,7,190,4/14/2020
Andaman and Nicobar Islands,1,10,0,11,4/15/2020
Andhra Pradesh,478,16,9,503,4/15/2020
Arunachal Pradesh,1,0,0,1,4/15/2020
Assam,32,0,1,33,4/15/2020
Bihar,40,29,1,70,4/15/2020
Chandigarh,14,7,0,21,4/15/2020
Chhattisgarh,20,13,0,33,4/15/2020
Delhi,1501,30,30,1561,4/15/2020
Goa,2,5,0,7,4/15/2020
Gujarat,606,59,30,695,4/15/2020
Haryana,162,34,3,199,4/15/2020
Himachal Pradesh,19,13,1,33,4/15/2020
Jammu and Kashmir,244,30,4,278,4/15/2020
Jharkhand,25,0,2,27,4/15/2020
Karnataka,191,75,11,277,4/15/2020
Kerala,173,211,3,387,4/15/2020
Ladakh,7,10,0,17,4/15/2020
Madhya Pradesh,870,64,53,987,4/15/2020
Maharashtra,2250,259,178,2687,4/15/2020
Manipur,1,1,0,2,4/15/2020
Meghalaya,6,0,1,7,4/15/2020
Mizoram,1,0,0,1,4/15/2020
Nagaland,0,0,0,0,4/15/2020
Odisha,41,18,1,60,4/15/2020
Puducherry,6,1,0,7,4/15/2020
Punjab,159,14,13,186,4/15/2020
Rajasthan,855,147,3,1005,4/15/2020
Tamil Nadu,1111,81,12,1204,4/15/2020
Telangana,509,120,18,647,4/15/2020
Tripura,2,0,0,2,4/15/2020
Uttar Pradesh,673,51,11,735,4/15/2020
Uttarakhand,28,9,0,37,4/15/2020
West Bengal,169,37,7,213,4/15/2020
Andaman and Nicobar Islands,1,10,0,11,4/16/2020
Andhra Pradesh,500,20,14,534,4/16/2020
Arunachal Pradesh,1,0,0,1,4/16/2020
Assam,27,5,1,33,4/16/2020
Bihar,44,29,1,74,4/16/2020
Chandigarh,14,7,0,21,4/16/2020
Chhattisgarh,16,17,0,33,4/16/2020
Delhi,1504,42,32,1578,4/16/2020
Goa,2,5,0,7,4/16/2020
Gujarat,771,64,36,871,4/16/2020
Haryana,159,43,3,205,4/16/2020
Himachal Pradesh,18,16,1,35,4/16/2020
Jammu and Kashmir,260,36,4,300,4/16/2020
Jharkhand,26,0,2,28,4/16/2020
Karnataka,220,82,13,315,4/16/2020
Kerala,167,218,3,388,4/16/2020
Ladakh,7,10,0,17,4/16/2020
Madhya Pradesh,1003,64,53,1120,4/16/2020
Maharashtra,2437,295,187,2919,4/16/2020
Manipur,1,1,0,2,4/16/2020
Meghalaya,6,0,1,7,4/16/2020
Mizoram,1,0,0,1,4/16/2020
Nagaland,0,0,0,0,4/16/2020
Odisha,41,18,1,60,4/16/2020
Puducherry,6,1,0,7,4/16/2020
Punjab,146,27,13,186,4/16/2020
Rajasthan,873,147,3,1023,4/16/2020
Tamil Nadu,1110,118,14,1242,4/16/2020
Telangana,560,120,18,698,4/16/2020
Tripura,1,1,0,2,4/16/2020
Uttar Pradesh,692,68,13,773,4/16/2020
Uttarakhand,28,9,0,37,4/16/2020
West Bengal,182,42,7,231,4/16/2020
Andaman and Nicobar Islands,1,10,0,11,4/17/2020
Andhra Pradesh,522,36,14,572,4/17/2020
Arunachal Pradesh,1,0,0,1,4/17/2020
Assam,29,5,1,35,4/17/2020
Bihar,45,37,1,83,4/17/2020
Chandigarh,12,9,0,21,4/17/2020
Chhattisgarh,13,23,0,36,4/17/2020
Delhi,1551,51,38,1640,4/17/2020
Goa,1,6,0,7,4/17/2020
Gujarat,909,74,38,1021,4/17/2020
Haryana,159,43,3,205,4/17/2020
Himachal Pradesh,18,16,1,35,4/17/2020
Jammu and Kashmir,272,38,4,314,4/17/2020
Jharkhand,27,0,2,29,4/17/2020
Karnataka,258,82,13,353,4/17/2020
Kerala,147,245,3,395,4/17/2020
Ladakh,4,14,0,18,4/17/2020
Madhya Pradesh,1186,65,57,1308,4/17/2020
Maharashtra,2711,300,194,3205,4/17/2020
Manipur,1,1,0,2,4/17/2020
Meghalaya,8,0,1,9,4/17/2020
Mizoram,1,0,0,1,4/17/2020
Nagaland,0,0,0,0,4/17/2020
Odisha,40,19,1,60,4/17/2020
Puducherry,6,1,0,7,4/17/2020
Punjab,146,27,13,186,4/17/2020
Rajasthan,956,164,11,1131,4/17/2020
Tamil Nadu,1072,180,15,1267,4/17/2020
Telangana,539,186,18,743,4/17/2020
Tripura,1,1,0,2,4/17/2020
Uttar Pradesh,758,74,14,846,4/17/2020
Uttarakhand,28,9,0,37,4/17/2020
West Bengal,194,51,10,255,4/17/2020
Andaman and Nicobar Islands,1,11,0,12,4/18/2020
Andhra Pradesh,546,42,15,603,4/18/2020
Arunachal Pradesh,1,0,0,1,4/18/2020
Assam,25,9,1,35,4/18/2020
Bihar,46,37,2,85,4/18/2020
Chandigarh,12,9,0,21,4/18/2020
Chhattisgarh,12,24,0,36,4/18/2020
Delhi,1593,72,42,1707,4/18/2020
Goa,1,6,0,7,4/18/2020
Gujarat,1136,88,48,1272,4/18/2020
Haryana,179,43,3,225,4/18/2020
Himachal Pradesh,21,16,1,38,4/18/2020
Jammu and Kashmir,281,42,5,328,4/18/2020
Jharkhand,31,0,2,33,4/18/2020
Karnataka,266,92,13,371,4/18/2020
Kerala,138,255,3,396,4/18/2020
Ladakh,4,14,0,18,4/18/2020
Madhya Pradesh,1217,69,69,1355,4/18/2020
Maharashtra,2791,331,201,3323,4/18/2020
Manipur,1,1,0,2,4/18/2020
Meghalaya,10,0,1,11,4/18/2020
Mizoram,1,0,0,1,4/18/2020
Nagaland,0,0,0,0,4/18/2020
Odisha,38,21,1,60,4/18/2020
Puducherry,4,3,0,7,4/18/2020
Punjab,162,27,13,202,4/18/2020
Rajasthan,1035,183,11,1229,4/18/2020
Tamil Nadu,1025,283,15,1323,4/18/2020
Telangana,587,186,18,791,4/18/2020
Tripura,1,1,0,2,4/18/2020
Uttar Pradesh,869,86,14,969,4/18/2020
Uttarakhand,33,9,0,42,4/18/2020
West Bengal,222,55,10,287,4/18/2020
Andaman and Nicobar Islands,3,11,0,14,4/19/2020
Andhra Pradesh,546,42,15,603,4/19/2020
Arunachal Pradesh,1,0,0,1,4/19/2020
Assam,22,12,1,35,4/19/2020
Bihar,47,37,2,86,4/19/2020
Chandigarh,13,10,0,23,4/19/2020
Chhattisgarh,12,24,0,36,4/19/2020
Delhi,1778,72,43,1893,4/19/2020
Goa,1,6,0,7,4/19/2020
Gujarat,1452,94,58,1604,4/19/2020
Haryana,143,87,3,233,4/19/2020
Himachal Pradesh,22,16,1,39,4/19/2020
Jammu and Kashmir,285,51,5,341,4/19/2020
Jharkhand,33,0,2,35,4/19/2020
Karnataka,266,104,14,384,4/19/2020
Kerala,140,257,3,400,4/19/2020
Ladakh,4,14,0,18,4/19/2020
Madhya Pradesh,1210,127,70,1407,4/19/2020
Maharashtra,3075,365,211,3651,4/19/2020
Manipur,1,1,0,2,4/19/2020
Meghalaya,10,0,1,11,4/19/2020
Mizoram,1,0,0,1,4/19/2020
Nagaland,0,0,0,0,4/19/2020
Odisha,36,24,1,61,4/19/2020
Puducherry,4,3,0,7,4/19/2020
Punjab,172,31,16,219,4/19/2020
Rajasthan,1157,183,11,1351,4/19/2020
Tamil Nadu,992,365,15,1372,4/19/2020
Telangana,640,186,18,844,4/19/2020
Tripura,1,1,0,2,4/19/2020
Uttar Pradesh,959,108,17,1084,4/19/2020
Uttarakhand,33,9,0,42,4/19/2020
West Bengal,236,62,12,310,4/19/2020
Andaman and Nicobar Islands,4,11,0,15,4/20/2020
Andhra Pradesh,610,92,20,722,4/20/2020
Arunachal Pradesh,1,0,0,1,4/20/2020
Assam,17,17,1,35,4/20/2020
Bihar,52,42,2,96,4/20/2020
Chandigarh,13,13,0,26,4/20/2020
Chhattisgarh,11,25,0,36,4/20/2020
Delhi,1668,290,45,2003,4/20/2020
Goa,0,7,0,7,4/20/2020
Gujarat,1678,106,67,1851,4/20/2020
Haryana,143,87,3,233,4/20/2020
Himachal Pradesh,22,16,1,39,4/20/2020
Jammu and Kashmir,289,56,5,350,4/20/2020
Jharkhand,40,0,2,42,4/20/2020
Karnataka,268,111,16,395,4/20/2020
Kerala,129,270,3,402,4/20/2020
Ladakh,4,14,0,18,4/20/2020
Madhya Pradesh,1284,127,74,1485,4/20/2020
Maharashtra,3473,507,223,4203,4/20/2020
Manipur,0,2,0,2,4/20/2020
Meghalaya,10,0,1,11,4/20/2020
Mizoram,1,0,0,1,4/20/2020
Nagaland,0,0,0,0,4/20/2020
Odisha,43,24,1,68,4/20/2020
Puducherry,4,3,0,7,4/20/2020
Punjab,172,31,16,219,4/20/2020
Rajasthan,1281,183,14,1478,4/20/2020
Tamil Nadu,1051,411,15,1477,4/20/2020
Telangana,662,190,21,873,4/20/2020
Tripura,1,1,0,2,4/20/2020
Uttar Pradesh,1030,129,17,1176,4/20/2020
Uttarakhand,33,11,0,44,4/20/2020
West Bengal,261,66,12,339,4/20/2020
Andaman and Nicobar Islands,5,11,0,16,4/21/2020
Andhra Pradesh,639,96,22,757,4/21/2020
Arunachal Pradesh,0,1,0,1,4/21/2020
Assam,15,19,1,35,4/21/2020
Bihar,70,42,2,114,4/21/2020
Chandigarh,13,13,0,26,4/21/2020
Chhattisgarh,11,25,0,36,4/21/2020
Delhi,1603,431,47,2081,4/21/2020
Goa,0,7,0,7,4/21/2020
Gujarat,1858,131,77,2066,4/21/2020
Haryana,124,127,3,254,4/21/2020
Himachal Pradesh,22,16,1,39,4/21/2020
Jammu and Kashmir,292,71,5,368,4/21/2020
Jharkhand,44,0,2,46,4/21/2020
Karnataka,284,114,17,415,4/21/2020
Kerala,114,291,3,408,4/21/2020
Ladakh,4,14,0,18,4/21/2020
Madhya Pradesh,1337,127,76,1540,4/21/2020
Maharashtra,3865,572,232,4669,4/21/2020
Manipur,0,2,0,2,4/21/2020
Meghalaya,10,0,1,11,4/21/2020
Mizoram,1,0,0,1,4/21/2020
Nagaland,0,0,0,0,4/21/2020
Odisha,49,24,1,74,4/21/2020
Puducherry,4,3,0,7,4/21/2020
Punjab,190,39,16,245,4/21/2020
Rajasthan,1346,205,25,1576,4/21/2020
Tamil Nadu,1046,457,17,1520,4/21/2020
Telangana,706,190,23,919,4/21/2020
Tripura,1,1,0,2,4/21/2020
Uttar Pradesh,1134,140,20,1294,4/21/2020
Uttarakhand,28,18,0,46,4/21/2020
West Bengal,307,73,12,392,4/21/2020
Andaman and Nicobar Islands,6,11,0,17,4/22/2020
Andhra Pradesh,669,120,24,813,4/22/2020
Arunachal Pradesh,0,1,0,1,4/22/2020
Assam,15,19,1,35,4/22/2020
Bihar,78,46,2,126,4/22/2020
Chandigarh,13,14,0,27,4/22/2020
Chhattisgarh,10,26,0,36,4/22/2020
Delhi,1498,611,47,2156,4/22/2020
Goa,0,7,0,7,4/22/2020
Gujarat,2033,144,95,2272,4/22/2020
Haryana,124,127,3,254,4/22/2020
Himachal Pradesh,22,16,1,39,4/22/2020
Jammu and Kashmir,294,81,5,380,4/22/2020
Jharkhand,42,0,3,45,4/22/2020
Karnataka,279,129,17,425,4/22/2020
Kerala,101,323,3,427,4/22/2020
Ladakh,4,14,0,18,4/22/2020
Madhya Pradesh,1364,148,80,1592,4/22/2020
Maharashtra,4248,722,251,5221,4/22/2020
Manipur,0,2,0,2,4/22/2020
Meghalaya,11,0,1,12,4/22/2020
Mizoram,1,0,0,1,4/22/2020
Odisha,51,30,1,82,4/22/2020
Puducherry,4,3,0,7,4/22/2020
Punjab,186,49,16,251,4/22/2020
Rajasthan,1546,230,25,1801,4/22/2020
Tamil Nadu,943,635,18,1596,4/22/2020
Telangana,728,194,23,945,4/22/2020
Tripura,1,1,0,2,4/22/2020
Uttar Pradesh,1226,165,21,1412,4/22/2020
Uttarakhand,27,19,0,46,4/22/2020
West Bengal,335,73,15,423,4/22/2020
Andaman and Nicobar Islands,7,11,0,18,4/23/2020
Andhra Pradesh,727,141,27,895,4/23/2020
Arunachal Pradesh,0,1,0,1,4/23/2020
Assam,15,19,1,35,4/23/2020
Bihar,100,46,2,148,4/23/2020
Chandigarh,13,14,0,27,4/23/2020
Chhattisgarh,8,28,0,36,4/23/2020
Delhi,1476,724,48,2248,4/23/2020
Goa,0,7,0,7,4/23/2020
Gujarat,2125,179,103,2407,4/23/2020
Haryana,119,140,3,262,4/23/2020
Himachal Pradesh,21,18,1,40,4/23/2020
Jammu and Kashmir,310,92,5,407,4/23/2020
Jharkhand,38,8,3,49,4/23/2020
Karnataka,285,141,17,443,4/23/2020
Kerala,111,324,3,438,4/23/2020
Ladakh,4,14,0,18,4/23/2020
Madhya Pradesh,1466,148,81,1695,4/23/2020
Maharashtra,4594,789,269,5652,4/23/2020
Manipur,0,2,0,2,4/23/2020
Meghalaya,11,0,1,12,4/23/2020
Mizoram,1,0,0,1,4/23/2020
Odisha,50,32,1,83,4/23/2020
Puducherry,4,3,0,7,4/23/2020
Punjab,196,65,16,277,4/23/2020
Rajasthan,1633,230,27,1890,4/23/2020
Tamil Nadu,949,662,18,1629,4/23/2020
Telangana,739,197,24,960,4/23/2020
Tripura,1,1,0,2,4/23/2020
Uttar Pradesh,1301,187,21,1509,4/23/2020
Uttarakhand,23,23,0,46,4/23/2020
West Bengal,362,79,15,456,4/23/2020
Andaman and Nicobar Islands,11,11,0,22,4/24/2020
Andhra Pradesh,781,145,29,955,4/24/2020
Arunachal Pradesh,0,1,0,1,4/24/2020
Assam,16,19,1,36,4/24/2020
Bihar,128,46,2,176,4/24/2020
Chandigarh,13,14,0,27,4/24/2020
Chhattisgarh,8,28,0,36,4/24/2020
Delhi,1518,808,50,2376,4/24/2020
Goa,0,7,0,7,4/24/2020
Gujarat,2254,258,112,2624,4/24/2020
Haryana,113,156,3,272,4/24/2020
Himachal Pradesh,21,18,1,40,4/24/2020
Jammu and Kashmir,330,92,5,427,4/24/2020
Jharkhand,44,8,3,55,4/24/2020
Karnataka,295,150,18,463,4/24/2020
Kerala,121,324,3,448,4/24/2020
Ladakh,4,14,0,18,4/24/2020
Madhya Pradesh,1566,203,83,1852,4/24/2020
Maharashtra,5307,840,283,6430,4/24/2020
Manipur,0,2,0,2,4/24/2020
Meghalaya,11,0,1,12,4/24/2020
Mizoram,1,0,0,1,4/24/2020
Odisha,56,33,1,90,4/24/2020
Puducherry,4,3,0,7,4/24/2020
Punjab,196,65,16,277,4/24/2020
Rajasthan,1707,230,27,1964,4/24/2020
Tamil Nadu,911,752,20,1683,4/24/2020
Telangana,705,253,26,984,4/24/2020
Tripura,1,1,0,2,4/24/2020
Uttar Pradesh,1374,206,24,1604,4/24/2020
Uttarakhand,23,24,0,47,4/24/2020
West Bengal,396,103,15,514,4/24/2020
Andaman and Nicobar Islands,16,11,0,27,4/25/2020
Andhra Pradesh,859,171,31,1061,4/25/2020
Arunachal Pradesh,0,1,0,1,4/25/2020
Assam,16,19,1,36,4/25/2020
Bihar,180,46,2,228,4/25/2020
Chandigarh,13,15,0,28,4/25/2020
Chhattisgarh,6,30,0,36,4/25/2020
Delhi,1604,857,53,2514,4/25/2020
Goa,0,7,0,7,4/25/2020
Gujarat,2423,265,127,2815,4/25/2020
Haryana,113,156,3,272,4/25/2020
Himachal Pradesh,21,18,1,40,4/25/2020
Jammu and Kashmir,340,109,5,454,4/25/2020
Jharkhand,47,9,3,59,4/25/2020
Karnataka,318,153,18,489,4/25/2020
Kerala,116,331,4,451,4/25/2020
Ladakh,6,14,0,20,4/25/2020
Madhya Pradesh,1650,210,92,1952,4/25/2020
Maharashtra,5559,957,301,6817,4/25/2020
Manipur,0,2,0,2,4/25/2020
Meghalaya,11,0,1,12,4/25/2020
Mizoram,1,0,0,1,4/25/2020
Odisha,60,33,1,94,4/25/2020
Puducherry,4,3,0,7,4/25/2020
Punjab,214,67,17,298,4/25/2020
Rajasthan,1777,230,27,2034,4/25/2020
Tamil Nadu,867,866,22,1755,4/25/2020
Telangana,705,253,26,984,4/25/2020
Tripura,1,1,0,2,4/25/2020
Uttar Pradesh,1504,248,26,1778,4/25/2020
Uttarakhand,23,25,0,48,4/25/2020
West Bengal,450,103,18,571,4/25/2020
Andaman and Nicobar Islands,22,11,0,33,4/26/2020
Andhra Pradesh,835,231,31,1097,4/26/2020
Arunachal Pradesh,0,1,0,1,4/26/2020
Assam,16,19,1,36,4/26/2020
Bihar,203,46,2,251,4/26/2020
Chandigarh,13,17,0,30,4/26/2020
Chhattisgarh,5,32,0,37,4/26/2020
Delhi,1702,869,54,2625,4/26/2020
Goa,0,7,0,7,4/26/2020
Gujarat,2656,282,133,3071,4/26/2020
Haryana,110,176,3,289,4/26/2020
Himachal Pradesh,17,22,1,40,4/26/2020
Jammu and Kashmir,376,112,6,494,4/26/2020
Jharkhand,51,13,3,67,4/26/2020
Karnataka,306,177,18,501,4/26/2020
Kerala,116,338,4,458,4/26/2020
Ladakh,6,14,0,20,4/26/2020
Madhya Pradesh,1787,210,99,2096,4/26/2020
Maharashtra,6229,1076,323,7628,4/26/2020
Manipur,0,2,0,2,4/26/2020
Meghalaya,11,0,1,12,4/26/2020
Mizoram,1,0,0,1,4/26/2020
Odisha,68,34,1,103,4/26/2020
Puducherry,4,3,0,7,4/26/2020
Punjab,214,67,17,298,4/26/2020
Rajasthan,1557,493,33,2083,4/26/2020
Tamil Nadu,838,960,23,1821,4/26/2020
Telangana,685,280,26,991,4/26/2020
Tripura,0,2,0,2,4/26/2020
Uttar Pradesh,1525,289,29,1843,4/26/2020
Uttarakhand,24,26,0,50,4/26/2020
West Bengal,488,105,18,611,4/26/2020
Andaman and Nicobar Islands,22,11,0,33,4/27/2020
Andhra Pradesh,911,235,31,1177,4/27/2020
Arunachal Pradesh,0,1,0,1,4/27/2020
Assam,8,27,1,36,4/27/2020
Bihar,219,56,2,277,4/27/2020
Chandigarh,13,17,0,30,4/27/2020
Chhattisgarh,5,32,0,37,4/27/2020
Delhi,1987,877,54,2918,4/27/2020
Goa,0,7,0,7,4/27/2020
Gujarat,2837,313,151,3301,4/27/2020
Haryana,110,176,3,289,4/27/2020
Himachal Pradesh,17,22,1,40,4/27/2020
Jammu and Kashmir,380,137,6,523,4/27/2020
Jharkhand,66,13,3,82,4/27/2020
Karnataka,303,188,20,511,4/27/2020
Kerala,123,342,4,469,4/27/2020
Ladakh,6,14,0,20,4/27/2020
Madhya Pradesh,1760,302,106,2168,4/27/2020
Maharashtra,6538,1188,342,8068,4/27/2020
Manipur,0,2,0,2,4/27/2020
Meghalaya,11,0,1,12,4/27/2020
Mizoram,1,0,0,1,4/27/2020
Odisha,72,35,1,108,4/27/2020
Puducherry,5,3,0,8,4/27/2020
Punjab,224,71,18,313,4/27/2020
Rajasthan,1626,518,41,2185,4/27/2020
Tamil Nadu,841,1020,24,1885,4/27/2020
Telangana,696,280,26,1002,4/27/2020
Tripura,0,2,0,2,4/27/2020
Uttar Pradesh,1589,335,31,1955,4/27/2020
Uttarakhand,18,33,0,51,4/27/2020
West Bengal,524,105,20,649,4/27/2020
Andaman and Nicobar Islands,22,11,0,33,4/28/2020
Andhra Pradesh,970,258,31,1259,4/28/2020
Arunachal Pradesh,0,1,0,1,4/28/2020
Assam,10,27,1,38,4/28/2020
Bihar,287,57,2,346,4/28/2020
Chandigarh,23,17,0,40,4/28/2020
Chhattisgarh,5,32,0,37,4/28/2020
Delhi,2177,877,54,3108,4/28/2020
Goa,0,7,0,7,4/28/2020
Gujarat,2992,394,162,3548,4/28/2020
Haryana,110,183,3,296,4/28/2020
Himachal Pradesh,17,22,1,40,4/28/2020
Jammu and Kashmir,375,164,7,546,4/28/2020
Jharkhand,83,17,3,103,4/28/2020
Karnataka,302,198,20,520,4/28/2020
Kerala,123,355,4,482,4/28/2020
Ladakh,6,16,0,22,4/28/2020
Madhya Pradesh,1894,361,113,2368,4/28/2020
Maharashtra,6939,1282,369,8590,4/28/2020
Manipur,0,2,0,2,4/28/2020
Meghalaya,11,0,1,12,4/28/2020
Mizoram,1,0,0,1,4/28/2020
Odisha,80,37,1,118,4/28/2020
Puducherry,5,3,0,8,4/28/2020
Punjab,224,71,18,313,4/28/2020
Rajasthan,1547,669,46,2262,4/28/2020
Tamil Nadu,812,1101,24,1937,4/28/2020
Telangana,657,321,26,1004,4/28/2020
Tripura,0,2,0,2,4/28/2020
Uttar Pradesh,1612,400,31,2043,4/28/2020
Uttarakhand,18,33,0,51,4/28/2020
West Bengal,568,109,20,697,4/28/2020
Andaman and Nicobar Islands,18,15,0,33,4/29/2020
Andhra Pradesh,970,258,31,1259,4/29/2020
Arunachal Pradesh,0,1,0,1,4/29/2020
Assam,10,27,1,38,4/29/2020
Bihar,300,64,2,366,4/29/2020
Chandigarh,39,17,0,56,4/29/2020
Chhattisgarh,4,34,0,38,4/29/2020
Delhi,2182,1078,54,3314,4/29/2020
Goa,0,7,0,7,4/29/2020
Gujarat,3129,434,181,3744,4/29/2020
Haryana,98,209,3,310,4/29/2020
Himachal Pradesh,14,25,1,40,4/29/2020
Jammu and Kashmir,381,176,8,565,4/29/2020
Jharkhand,83,17,3,103,4/29/2020
Karnataka,296,207,20,523,4/29/2020
Kerala,122,359,4,485,4/29/2020
Ladakh,6,16,0,22,4/29/2020
Madhya Pradesh,1890,377,120,2387,4/29/2020
Maharashtra,7530,1388,400,9318,4/29/2020
Manipur,0,2,0,2,4/29/2020
Meghalaya,11,0,1,12,4/29/2020
Mizoram,1,0,0,1,4/29/2020
Odisha,79,38,1,118,4/29/2020
Puducherry,5,3,0,8,4/29/2020
Punjab,232,71,19,322,4/29/2020
Rajasthan,1545,768,51,2364,4/29/2020
Tamil Nadu,865,1168,25,2058,4/29/2020
Telangana,657,321,26,1004,4/29/2020
Tripura,0,2,0,2,4/29/2020
Uttar Pradesh,1557,462,34,2053,4/29/2020
Uttarakhand,21,33,0,54,4/29/2020
West Bengal,584,119,22,725,4/29/2020
Andaman and Nicobar Islands,18,15,0,33,4/30/2020
Andhra Pradesh,1051,321,31,1403,4/30/2020
Arunachal Pradesh,0,1,0,1,4/30/2020
Assam,12,29,1,42,4/30/2020
Bihar,336,65,2,403,4/30/2020
Chandigarh,39,17,0,56,4/30/2020
Chhattisgarh,2,36,0,38,4/30/2020
Delhi,2291,1092,56,3439,4/30/2020
Goa,0,7,0,7,4/30/2020
Gujarat,3358,527,197,4082,4/30/2020
Haryana,98,209,3,310,4/30/2020
Himachal Pradesh,14,25,1,40,4/30/2020
Jammu and Kashmir,381,192,8,581,4/30/2020
Jharkhand,85,19,3,107,4/30/2020
Karnataka,313,223,21,557,4/30/2020
Kerala,123,369,4,496,4/30/2020
Ladakh,6,16,0,22,4/30/2020
Madhya Pradesh,2069,461,130,2660,4/30/2020
Maharashtra,7890,1593,432,9915,4/30/2020
Manipur,0,2,0,2,4/30/2020
Meghalaya,11,0,1,12,4/30/2020
Mizoram,1,0,0,1,4/30/2020
Odisha,88,39,1,128,4/30/2020
Puducherry,3,5,0,8,4/30/2020
Punjab,248,90,19,357,4/30/2020
Rajasthan,1619,768,51,2438,4/30/2020
Tamil Nadu,925,1210,27,2162,4/30/2020
Telangana,619,367,26,1012,4/30/2020
Tripura,0,2,0,2,4/30/2020
Uttar Pradesh,1651,513,39,2203,4/30/2020
Uttarakhand,19,36,0,55,4/30/2020
West Bengal,612,124,22,758,4/30/2020
Andaman and Nicobar Islands,17,16,0,33,5/1/2020
Andhra Pradesh,1027,403,33,1463,5/1/2020
Arunachal Pradesh,0,1,0,1,5/1/2020
Assam,12,29,1,42,5/1/2020
Bihar,342,82,2,426,5/1/2020
Chandigarh,39,17,0,56,5/1/2020
Chhattisgarh,4,36,0,40,5/1/2020
Delhi,2362,1094,59,3515,5/1/2020
Goa,0,7,0,7,5/1/2020
Gujarat,3568,613,214,4395,5/1/2020
Haryana,101,209,3,313,5/1/2020
Himachal Pradesh,11,28,1,40,5/1/2020
Jammu and Kashmir,390,216,8,614,5/1/2020
Jharkhand,88,20,3,111,5/1/2020
Karnataka,319,235,22,576,5/1/2020
Kerala,110,383,4,497,5/1/2020
Ladakh,6,16,0,22,5/1/2020
Madhya Pradesh,2100,482,137,2719,5/1/2020
Maharashtra,8266,1773,459,10498,5/1/2020
Manipur,0,2,0,2,5/1/2020
Meghalaya,11,0,1,12,5/1/2020
Mizoram,1,0,0,1,5/1/2020
Odisha,101,41,1,143,5/1/2020
Puducherry,3,5,0,8,5/1/2020
Punjab,248,90,19,357,5/1/2020
Rajasthan,1690,836,58,2584,5/1/2020
Tamil Nadu,1038,1258,27,2323,5/1/2020
Telangana,572,441,26,1039,5/1/2020
Tripura,0,2,0,2,5/1/2020
Uttar Pradesh,1685,555,41,2281,5/1/2020
Uttarakhand,21,36,0,57,5/1/2020
